(-0.02239, 0.19657, 0.93568)
(-0.02239, 0.19657, 0.93568)
(-0.02239, 0.19657, 0.93568)
(-0.02239, 0.19657, 0.93568)
(-0.02298, 0.19600, 0.93472)
(-0.02298, 0.19600, 0.93472)
(-0.02169, 0.19520, 0.93398)
(-0.02080, 0.19250, 0.93179)
(-0.02109, 0.19445, 0.93307)
(-0.02133, 0.19458, 0.93316)
(-0.02261, 0.19959, 0.93750)
(-0.02189, 0.19799, 0.93561)
(-0.02217, 0.19492, 0.93812)
(-0.02618, 0.19079, 0.93600)
(-0.02601, 0.19510, 0.93926)
(-0.02393, 0.19312, 0.93481)
(-0.02405, 0.19256, 0.93441)
(-0.02102, 0.19212, 0.93222)
(-0.01959, 0.19090, 0.93124)
(-0.02155, 0.18965, 0.93003)
(-0.02090, 0.18918, 0.93156)
(-0.02043, 0.18815, 0.93447)
(-0.01967, 0.18716, 0.93650)
(-0.02161, 0.18588, 0.93848)
(-0.02160, 0.18526, 0.94185)
(-0.02204, 0.18640, 0.94143)
(-0.02178, 0.18794, 0.94349)
(-0.02277, 0.18704, 0.94347)
(-0.02277, 0.18740, 0.94306)
(-0.02185, 0.18886, 0.94305)
(-0.02209, 0.18941, 0.94415)
(-0.02225, 0.19094, 0.94515)
(-0.02276, 0.19203, 0.94535)
(-0.02374, 0.19369, 0.94758)
(-0.02395, 0.19491, 0.95003)
(-0.02401, 0.19490, 0.95008)
(-0.02142, 0.19569, 0.95156)
(-0.01899, 0.19578, 0.95130)
(-0.01952, 0.19610, 0.94958)
(-0.02057, 0.19752, 0.94976)
(-0.02268, 0.19890, 0.95370)
(-0.02333, 0.19846, 0.95774)
(-0.02178, 0.19933, 0.95910)
(-0.02280, 0.19859, 0.96293)
(-0.02295, 0.19840, 0.96468)
(-0.02370, 0.19830, 0.96882)
(-0.02375, 0.19818, 0.97107)
(-0.02364, 0.19803, 0.97151)
(-0.02335, 0.19789, 0.97308)
(-0.02325, 0.19787, 0.97652)
(-0.02315, 0.19783, 0.97684)
(-0.02257, 0.19756, 0.98015)
(-0.02257, 0.19756, 0.98015)
(-0.02257, 0.19756, 0.98015)
(-0.02257, 0.19756, 0.98015)
(-0.02257, 0.19756, 0.98015)
(-0.02257, 0.19756, 0.98015)
(-0.02478, 0.19524, 0.97569)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02480, 0.19535, 0.97539)
(-0.02479, 0.19534, 0.97539)
(-0.02479, 0.19534, 0.97539)
(-0.01483, 0.19848, 0.97875)
(-0.01466, 0.19845, 0.97875)
(-0.00252, 0.19935, 0.98325)
(-0.00025, 0.19917, 0.98252)
(0.00463, 0.19772, 0.97960)
(0.00466, 0.19771, 0.97958)
(0.01450, 0.19616, 0.97809)
(0.02239, 0.19909, 0.98351)
(0.02729, 0.19666, 0.98240)
(0.03427, 0.19281, 0.98448)
(0.04232, 0.19385, 0.99209)
(0.04974, 0.18834, 0.98649)
(0.05259, 0.18908, 0.99266)
(0.06038, 0.19047, 0.99479)
(0.06803, 0.19193, 0.99812)
(0.07787, 0.18949, 1.00209)
(0.08427, 0.18780, 1.00359)
(0.09534, 0.18880, 1.00624)
(0.09947, 0.19045, 1.00898)
(0.10447, 0.18841, 1.00894)
(0.10829, 0.18557, 1.00564)
(0.11189, 0.18222, 0.99966)
(0.12359, 0.18095, 1.00597)
(0.12643, 0.18198, 1.00814)
(0.13150, 0.17913, 1.00457)
(0.13706, 0.17744, 1.00574)
(0.14319, 0.17834, 1.00704)
(0.14939, 0.17925, 1.00843)
(0.15051, 0.17808, 1.00605)
(0.15405, 0.17435, 1.00088)
(0.15428, 0.17434, 1.00080)
(0.16091, 0.17225, 0.99877)
(0.16624, 0.17117, 0.99855)
(0.16735, 0.17058, 0.99789)
(0.16812, 0.17265, 0.99981)
(0.16954, 0.17293, 1.00255)
(0.17028, 0.17289, 1.00166)
(0.17096, 0.17434, 1.00287)
(0.17067, 0.17411, 1.00273)
(0.17062, 0.17409, 1.00283)
(0.17056, 0.17412, 1.00217)
(0.17056, 0.17412, 1.00217)
(0.17056, 0.17412, 1.00217)
(0.17011, 0.17245, 0.99900)
(0.16914, 0.17329, 0.99877)
(0.16721, 0.17238, 0.99783)
(0.16816, 0.17398, 1.00008)
(0.16816, 0.17397, 1.00014)
