(-0.01316, 0.17200, 0.93067)
(-0.01103, 0.17037, 0.92713)
(-0.01103, 0.17037, 0.92713)
(-0.01033, 0.17144, 0.92925)
(-0.01036, 0.17144, 0.92925)
(-0.01025, 0.17175, 0.93279)
(-0.00927, 0.17732, 0.93657)
(-0.01149, 0.17610, 0.93718)
(-0.00948, 0.17795, 0.94084)
(-0.00396, 0.17860, 0.94416)
(-0.00279, 0.18115, 0.94479)
(-0.00365, 0.18193, 0.94379)
(-0.00249, 0.18357, 0.94807)
(0.00206, 0.17962, 0.94876)
(0.00087, 0.17986, 0.95245)
(0.00248, 0.17773, 0.95458)
(-0.00027, 0.17940, 0.96122)
(0.00089, 0.17941, 0.96476)
(-0.00108, 0.18174, 0.96646)
(-0.00276, 0.18121, 0.96915)
(-0.00239, 0.18185, 0.97091)
(-0.00539, 0.18206, 0.96994)
(-0.00586, 0.18357, 0.97178)
(-0.00908, 0.18484, 0.97547)
(-0.00954, 0.18454, 0.97603)
(-0.01011, 0.18441, 0.97659)
(-0.01184, 0.18427, 0.98001)
(-0.01184, 0.18427, 0.98000)
(-0.01182, 0.18439, 0.97996)
(-0.01190, 0.18464, 0.97967)
(-0.01190, 0.18464, 0.97967)
(-0.01190, 0.18464, 0.97967)
(-0.01180, 0.18459, 0.98074)
(-0.01179, 0.18458, 0.98074)
(-0.00976, 0.18443, 0.98115)
(-0.00901, 0.18425, 0.98125)
(-0.00883, 0.18444, 0.98142)
(-0.00858, 0.18592, 0.98286)
(-0.00768, 0.18816, 0.98519)
(-0.00881, 0.19252, 0.98646)
(-0.00868, 0.19267, 0.98630)
(-0.00847, 0.19280, 0.98650)
(-0.00838, 0.19285, 0.98654)
(-0.00780, 0.19305, 0.98722)
(-0.00521, 0.19458, 0.99245)
(-0.00506, 0.19446, 0.99255)
(-0.00506, 0.19446, 0.99255)
(-0.00506, 0.19446, 0.99255)
(-0.00506, 0.19446, 0.99255)
(-0.00506, 0.19446, 0.99255)
(-0.00257, 0.19105, 0.99808)
(-0.00251, 0.18991, 0.99885)
(-0.00148, 0.18851, 0.99790)
