(-0.01462, 0.13270, 0.69042)
(-0.01462, 0.13270, 0.69042)
(-0.01462, 0.13270, 0.69042)
(-0.01462, 0.13270, 0.69042)
(-0.01462, 0.13270, 0.69042)
(-0.01462, 0.13270, 0.69042)
(-0.01609, 0.13192, 0.69141)
(-0.01659, 0.13314, 0.69159)
(-0.01654, 0.13214, 0.69093)
(-0.01656, 0.13215, 0.69093)
(-0.01647, 0.13160, 0.69072)
(-0.01642, 0.13208, 0.69161)
(-0.01712, 0.13349, 0.69236)
(-0.01681, 0.13191, 0.69135)
(-0.01697, 0.13135, 0.69104)
(-0.01684, 0.13137, 0.69097)
(-0.01685, 0.13137, 0.69097)
(-0.01685, 0.13137, 0.69097)
(-0.01685, 0.13137, 0.69097)
(-0.01685, 0.13137, 0.69097)
(-0.01574, 0.13200, 0.69189)
(-0.01577, 0.13201, 0.69191)
(-0.01578, 0.13201, 0.69190)
(-0.01584, 0.13194, 0.69166)
(-0.01698, 0.13109, 0.69176)
(-0.01701, 0.13107, 0.69167)
(-0.01701, 0.13107, 0.69166)
(-0.01701, 0.13107, 0.69166)
(-0.01701, 0.13107, 0.69166)
(-0.01637, 0.13141, 0.69158)
(-0.01637, 0.13141, 0.69157)
(-0.01635, 0.13147, 0.69164)
(-0.01687, 0.13103, 0.69127)
(-0.01687, 0.13103, 0.69126)
(-0.01687, 0.13103, 0.69126)
(-0.01687, 0.13103, 0.69126)
(-0.01687, 0.13103, 0.69126)
(-0.01687, 0.13103, 0.69126)
(-0.01687, 0.13103, 0.69126)
(-0.01687, 0.13103, 0.69126)
(-0.01697, 0.13155, 0.69128)
(-0.01712, 0.13162, 0.69127)
(-0.01726, 0.13169, 0.69133)
(-0.01792, 0.13357, 0.69158)
(-0.01698, 0.13538, 0.69222)
(-0.01697, 0.13527, 0.69212)
(-0.01691, 0.13531, 0.69226)
(-0.01803, 0.13285, 0.69137)
(-0.01800, 0.13288, 0.69140)
(-0.01800, 0.13288, 0.69140)
(-0.01766, 0.13240, 0.69179)
(-0.01766, 0.13240, 0.69179)
(-0.01766, 0.13240, 0.69179)
(-0.01766, 0.13240, 0.69179)
(-0.01766, 0.13240, 0.69179)
(-0.01766, 0.13240, 0.69179)
(-0.01766, 0.13240, 0.69179)
(-0.01766, 0.13240, 0.69179)
(-0.01763, 0.13295, 0.68861)
(-0.01767, 0.13265, 0.68971)
(-0.01745, 0.13263, 0.68960)
(-0.01745, 0.13263, 0.68960)
(-0.01745, 0.13263, 0.68960)
(-0.01745, 0.13263, 0.68960)
(-0.01745, 0.13263, 0.68960)
(-0.01748, 0.13262, 0.68981)
(-0.01748, 0.13262, 0.68981)
(-0.01748, 0.13262, 0.68981)
(-0.01749, 0.13273, 0.68991)
(-0.01749, 0.13273, 0.68991)
(-0.01507, 0.13286, 0.68768)
(-0.01157, 0.13721, 0.68160)
