(-0.00429, 0.11497, 0.87800)
(-0.00326, 0.11400, 0.87868)
(-0.00164, 0.11380, 0.87635)
(0.00138, 0.11506, 0.87731)
(0.00011, 0.11668, 0.88197)
(0.00118, 0.11832, 0.88500)
(0.00337, 0.12513, 0.90029)
(0.00320, 0.13962, 0.91897)
(0.00497, 0.14612, 0.92615)
(0.00638, 0.16934, 0.94870)
(0.00836, 0.18821, 0.97155)
(0.00431, 0.19343, 0.98631)
(-0.00295, 0.20179, 1.01618)
(-0.00552, 0.20768, 1.03928)
(-0.00820, 0.21164, 1.06368)
(-0.01323, 0.22118, 1.08865)
(-0.00698, 0.22977, 1.11446)
(-0.00823, 0.22838, 1.13911)
(-0.01060, 0.24265, 1.17668)
(-0.00827, 0.24586, 1.19772)
(-0.01011, 0.25054, 1.22455)
(-0.01099, 0.25207, 1.24743)
(-0.01784, 0.25647, 1.28044)
(-0.01673, 0.25476, 1.30044)
(-0.00925, 0.24953, 1.30552)
(-0.01314, 0.26251, 1.33560)
(-0.01118, 0.26250, 1.34780)
(-0.01316, 0.26945, 1.37531)
(-0.01718, 0.26910, 1.40078)
(-0.02936, 0.25748, 1.43259)
(-0.03337, 0.25694, 1.45840)
(-0.03495, 0.25483, 1.47927)
(-0.03874, 0.24797, 1.49371)
(-0.03526, 0.25130, 1.51445)
(-0.03431, 0.25147, 1.53230)
(-0.03593, 0.25434, 1.54618)
(-0.03520, 0.25436, 1.55931)
(-0.03509, 0.25899, 1.57246)
(-0.03597, 0.25960, 1.58569)
(-0.03809, 0.26193, 1.59952)
(-0.03867, 0.26475, 1.61399)
(-0.03842, 0.26714, 1.62550)
(-0.03909, 0.26968, 1.63938)
(-0.03915, 0.27256, 1.65134)
(-0.04346, 0.27356, 1.66727)
(-0.04671, 0.27062, 1.67523)
(-0.04895, 0.27130, 1.68585)
(-0.04966, 0.27178, 1.69174)
(-0.04732, 0.27174, 1.69613)
(-0.04579, 0.27475, 1.70367)
(-0.04248, 0.27557, 1.70459)
(-0.04184, 0.27576, 1.70651)
(-0.04006, 0.27927, 1.71018)
(-0.03987, 0.27809, 1.70588)
(-0.04030, 0.27868, 1.71000)
(-0.04107, 0.27553, 1.71058)
(-0.04144, 0.27539, 1.71500)
(-0.04433, 0.27646, 1.72240)
(-0.04756, 0.27766, 1.72936)
(-0.04715, 0.27666, 1.73255)
(-0.04728, 0.27701, 1.73869)
(-0.05280, 0.27529, 1.74477)
(-0.05432, 0.27688, 1.75002)
(-0.05715, 0.27724, 1.75857)
(-0.06124, 0.27444, 1.76269)
(-0.06205, 0.27544, 1.76811)
(-0.06421, 0.27587, 1.77388)
(-0.06421, 0.27587, 1.77388)
(-0.06961, 0.27498, 1.78660)
(-0.07110, 0.27641, 1.79324)
(-0.07068, 0.27725, 1.79506)
(-0.07326, 0.27654, 1.80274)
(-0.07231, 0.27997, 1.80634)
(-0.07283, 0.28047, 1.80661)
(-0.07040, 0.28232, 1.80696)
(-0.07006, 0.28563, 1.81015)
(-0.06990, 0.28561, 1.80961)
(-0.06601, 0.28931, 1.80902)
(-0.06376, 0.28984, 1.81210)
(-0.06275, 0.29092, 1.81313)
(-0.06134, 0.29258, 1.81705)
(-0.06221, 0.29072, 1.82111)
(-0.06216, 0.29063, 1.82131)
(-0.06215, 0.29061, 1.82134)
(-0.05729, 0.28644, 1.83231)
(-0.05722, 0.28335, 1.83488)
(-0.05577, 0.28302, 1.83884)
(-0.05482, 0.28571, 1.84696)
(-0.05416, 0.28294, 1.85111)
(-0.05143, 0.28080, 1.85366)
(-0.05142, 0.28080, 1.85372)
(-0.05291, 0.28343, 1.86057)
(-0.05364, 0.28159, 1.86991)
(-0.05345, 0.28158, 1.87190)
(-0.05277, 0.28357, 1.87869)
(-0.05415, 0.28296, 1.88106)
(-0.05415, 0.28296, 1.88106)
(-0.05415, 0.28296, 1.88106)
(-0.05415, 0.28296, 1.88107)
(-0.05177, 0.29147, 1.89492)
(-0.05163, 0.29050, 1.89497)
(-0.05340, 0.29145, 1.89578)
(-0.05369, 0.29073, 1.89515)
(-0.05303, 0.28940, 1.89552)
(-0.05373, 0.29110, 1.89625)
(-0.05297, 0.28893, 1.89197)
(-0.05084, 0.28520, 1.88755)
(-0.05183, 0.28793, 1.88895)
(-0.04916, 0.28958, 1.88936)
(-0.04900, 0.29000, 1.89064)
(-0.04905, 0.29199, 1.89114)
(-0.04925, 0.29138, 1.89170)
(-0.04843, 0.28946, 1.89087)
(-0.04826, 0.28817, 1.89039)
(-0.04821, 0.28721, 1.89066)
(-0.05002, 0.28756, 1.88951)
(-0.05224, 0.28886, 1.89131)
(-0.05350, 0.28538, 1.89023)
(-0.05350, 0.28538, 1.89023)
(-0.05350, 0.28538, 1.89023)
(-0.05084, 0.28569, 1.89566)
(-0.05084, 0.28569, 1.89565)
(-0.04982, 0.28584, 1.89606)
(-0.04676, 0.28405, 1.89600)
(-0.04392, 0.28487, 1.89455)
(-0.04317, 0.28146, 1.89032)
(-0.03748, 0.28012, 1.88650)
(-0.02768, 0.27939, 1.88740)
(-0.01948, 0.28178, 1.88911)
(-0.01142, 0.28139, 1.88787)
(-0.00017, 0.28217, 1.88901)
(0.00655, 0.28274, 1.88654)
(0.01874, 0.28455, 1.89027)
(0.02663, 0.28404, 1.89137)
(0.04238, 0.27956, 1.88302)
(0.04633, 0.27926, 1.88246)
(0.06587, 0.28427, 1.89033)
(0.08103, 0.28074, 1.89127)
(0.09465, 0.28025, 1.88912)
(0.10998, 0.27850, 1.88976)
(0.11860, 0.27434, 1.88718)
(0.12655, 0.27742, 1.89440)
(0.13977, 0.27707, 1.89658)
(0.14493, 0.27854, 1.89645)
(0.15752, 0.27677, 1.89307)
(0.16849, 0.27217, 1.89140)
(0.17227, 0.27035, 1.89288)
(0.17301, 0.27005, 1.89230)
(0.17303, 0.27004, 1.89230)
(0.18301, 0.26219, 1.88741)
(0.18308, 0.26217, 1.88737)
(0.18309, 0.26217, 1.88737)
(0.18309, 0.26217, 1.88737)
(0.18783, 0.25824, 1.88308)
(0.18792, 0.25822, 1.88325)
(0.18793, 0.25821, 1.88325)
(0.18885, 0.25867, 1.88524)
(0.18845, 0.25887, 1.88549)
(0.18780, 0.25825, 1.88642)
(0.18778, 0.25853, 1.88799)
(0.18841, 0.25834, 1.88773)
(0.18840, 0.25820, 1.88759)
(0.18728, 0.26075, 1.88833)
(0.18728, 0.26075, 1.88833)
(0.18461, 0.25755, 1.88716)
(0.18433, 0.25752, 1.88717)
(0.18353, 0.25824, 1.88995)
(0.18353, 0.25824, 1.88995)
(0.18353, 0.25824, 1.88995)
(0.17968, 0.26024, 1.89033)
(0.17968, 0.26024, 1.89032)
(0.17882, 0.26046, 1.89064)
(0.17879, 0.26046, 1.89063)
(0.17847, 0.26316, 1.89469)
(0.17847, 0.26316, 1.89469)
(0.17716, 0.26057, 1.89240)
(0.17793, 0.26116, 1.89284)
(0.17792, 0.26116, 1.89286)
(0.17750, 0.26117, 1.89237)
(0.17672, 0.26196, 1.89733)
(0.17605, 0.26200, 1.89644)
(0.17503, 0.26233, 1.89659)
(0.16877, 0.26350, 1.89699)
(0.16556, 0.26449, 1.89606)
(0.16091, 0.27203, 1.90307)
(0.14837, 0.27414, 1.90288)
(0.13734, 0.27441, 1.89800)
(0.12801, 0.27617, 1.89402)
(0.11091, 0.27831, 1.88770)
(0.10111, 0.27606, 1.88345)
(0.08830, 0.28209, 1.88737)
(0.06964, 0.28024, 1.87830)
(0.05418, 0.27857, 1.86879)
(0.04535, 0.28042, 1.86591)
(0.02934, 0.28620, 1.86286)
(0.01304, 0.28581, 1.86217)
(-0.00137, 0.28760, 1.86136)
(-0.01268, 0.28738, 1.85932)
(-0.02899, 0.28766, 1.85683)
(-0.02903, 0.28766, 1.85681)
(-0.04867, 0.28778, 1.85083)
(-0.05887, 0.28732, 1.85056)
(-0.06435, 0.28752, 1.85204)
(-0.07103, 0.28730, 1.85366)
(-0.07538, 0.28649, 1.85552)
(-0.08138, 0.28929, 1.85983)
(-0.08733, 0.28761, 1.86054)
(-0.08828, 0.28483, 1.86364)
(-0.08829, 0.28497, 1.86444)
(-0.08832, 0.28497, 1.86448)
(-0.08800, 0.28491, 1.86911)
(-0.08721, 0.28054, 1.86801)
(-0.08435, 0.28141, 1.86757)
(-0.08355, 0.28378, 1.86909)
(-0.08351, 0.28379, 1.86910)
(-0.07729, 0.28134, 1.86243)
(-0.07430, 0.28089, 1.86348)
(-0.07429, 0.28089, 1.86350)
(-0.07429, 0.28089, 1.86350)
(-0.07300, 0.28116, 1.86593)
(-0.07176, 0.27975, 1.86732)
(-0.06950, 0.27896, 1.86657)
(-0.06958, 0.27898, 1.86639)
(-0.06958, 0.27899, 1.86639)
(-0.07196, 0.27843, 1.86531)
(-0.07116, 0.28057, 1.86652)
(-0.07095, 0.28059, 1.86614)
(-0.07119, 0.28149, 1.86587)
(-0.07119, 0.28149, 1.86587)
(-0.07063, 0.28073, 1.86432)
(-0.07126, 0.28069, 1.86647)
(-0.07353, 0.28028, 1.86607)
(-0.07357, 0.28029, 1.86605)
